900,1440,1800,1800,1440,1440,720.01,720.009,1800,1440,1440,720,720,1440,1080,720.003,1800,2160,1080,1440,720,2160,1080,1080,1800,2160,3600,2880,1080,1080,1800,1080,1440,720.001,720,1440,1440,1800,720,720,1440,1440,1800,1440,1080,1440,2160,1440,1440,2160,720.023,1440,1800,720,1800,1080,1800,1440,1080,1440,2160,1440,1440,2160,720,1080,2880,3600,2160,1800,1080,1080,2160,720.016,1440,1080,2160
1000,1440,1800,1800,1440,1440,720.021,720.015,1800,1440,1440,720,720,1440,1080,720.011,1800,2160,1080,1440,720,2160,1080,1080,1800,2160,3600,2880,1080,1080,1800,1080,1440,720.001,720,1440,1440,1800,720,720,1440,1440,1800,1440,1080,1440,2160,1440,1440,2160,720.058,1440,1800,720,1800,1080,1800,1440,1080,1440,2160,1440,1440,2160,720.005,1080,2880,3600,2160,1800,1080,1080,2160,720.037,1440,1080,2160
1100,1440,1800,1800,1440,1440,720.032,720.036,1800,1440,1440,720.003,720,1440,1080,720.016,1800,2160,1080,1440,720.012,2160,1080,1080,1800,2160,3600,2880,1080,1080,1800,1080,1440,720.001,720,1440,1440,1800,720,720,1440,1440,1800,1440,1080,1440,2160,1440,1440,2160,720.091,1440,1800,720.001,1800,1080,1800,1440,1080,1440,2160,1440,1440,2160,720.012,1080,2880,3600,2160,1800,1080,1080,2160,720.062,1440,1080,2160
1200,1440,1800,1800,1440,1440,720.062,720.057,1800,1440,1440,720.016,720.002,1440,1080,720.017,1800,2160,1080,1440,720.019,2160,1080,1080,1800,2160,3600,2880,1080,1080,1800,1080.01,1440,720.003,720,1440,1440,1800,720,720,1440,1440,1800,1440,1080,1440,2160,1440,1440,2160,720.166,1440,1800,720.002,1800,1080,1800,1440,1080,1440,2160,1440,1440,2160,720.026,1080,2880,3600,2160,1800,1080,1080,2160,720.112,1440,1080,2160
1300,1440,1800,1800,1440,1440,720.09,720.077,1800,1440,1440,720.028,720.004,1440,1080,720.023,1800,2160,1080,1440,720.041,2160,1080,1080.01,1800,2160,3600,2880,1080,1080.01,1800,1080.01,1440,720.005,720,1440,1440,1800,720,720,1440,1440,1800,1440,1080.01,1440,2160,1440,1440,2160,720.264,1440,1800,720.002,1800,1080,1800,1440,1080,1440,2160,1440,1440,2160,720.027,1080.01,2880,3600,2160,1800,1080,1080,2160,720.137,1440,1080,2160
1400,1440,1800,1800,1440,1440,720.097,720.094,1800,1440,1440,720.033,720.004,1440,1080,720.034,1800,2160,1080,1440,720.048,2160,1080,1080.02,1800,2160,3600,2880,1080,1080.06,1800,1080.04,1440,720.012,720.001,1440,1440,1800,720,720,1440,1440,1800,1440,1080.04,1440,2160,1440,1440,2160,720.346,1440,1800,720.003,1800,1080,1800,1440,1080,1440,2160,1440,1440,2160,720.03,1080.03,2880,3600,2160,1800,1080.01,1080,2160,720.196,1440,1080.01,2160
1500,1440,1800,1800,1440,1440,720.146,720.128,1800,1440,1440,720.037,720.004,1440,1080,720.033,1800,2160,1080.01,1440,720.056,2160,1080,1080.02,1800,2160,3600,2880,1080,1080.12,1800,1080.07,1440,720.019,720.001,1440,1440,1800,720,720,1440,1440,1800,1440,1080.04,1440,2160,1440,1440,2160,720.467,1440,1800,720.013,1800,1080,1800,1440,1080,1440,2160,1440,1440,2160,720.032,1080.02,2880,3600,2160,1800,1080.01,1080,2160,720.273,1440,1080.02,2160
1600,1440,1800,1800,1440,1440,720.165,720.173,1800,1440,1440,720.044,720.005,1440,1080,720.034,1800,2160,1080.02,1440,720.069,2160,1080.01,1080.02,1800,2160,3600,2880,1080,1080.15,1800,1080.13,1440,720.026,720.001,1440,1440,1800,720,720,1440,1440,1800,1440.02,1080.08,1440.02,2160,1440,1440,2160,720.687,1440,1800,720.025,1800,1080,1800,1440,1080,1440,2160,1440.01,1440,2160,720.039,1080.05,2880,3600,2160,1800,1080.02,1080,2160,720.305,1440,1080.03,2160
1700,1440,1800,1800,1440.01,1440,720.191,720.207,1800,1440,1440.01,720.056,720.005,1440,1080,720.038,1800,2160,1080.04,1440,720.071,2160,1080.04,1080.02,1800,2160,3600,2880,1080.01,1080.28,1800,1080.16,1440,720.027,720.001,1440,1440,1800,720.001,720,1440,1440,1800,1440.03,1080.11,1440.04,2160,1440,1440,2160,720.841,1440.01,1800,720.034,1800,1080,1800,1440.01,1080,1440,2160,1440.05,1440.01,2160,720.054,1080.06,2880,3600,2160,1800,1080.04,1080.01,2160,720.495,1440,1080.04,2160
1800,1440,1800,1800,1440.01,1440,720.259,720.25,1800,1440,1440.01,720.06,720.006,1440,1080,720.041,1800,2160,1080.05,1440,720.075,2160,1080.06,1080.02,1800,2160,3600,2880,1080.05,1080.45,1800,1080.2,1440,720.027,720.001,1440,1440,1800,720.003,720,1440,1440,1800,1440.03,1080.16,1440.05,2160,1440,1440,2160,720.912,1440.01,1800,720.046,1800,1080,1800,1440.03,1080,1440,2160,1440.09,1440.04,2160,720.056,1080.1,2880,3600,2160,1800,1080.09,1080.01,2160,720.548,1440.01,1080.05,2160
1900,1440,1800,1800,1440.03,1440,720.303,720.286,1800,1440.01,1440.03,720.062,720.006,1440,1080,720.05,1800,2160,1080.06,1440,720.097,2160,1080.06,1080.03,1800,2160,3600,2880,1080.04,1080.59,1800,1080.31,1440,720.035,720.001,1440,1440,1800,720.003,720.001,1440,1440,1800,1440.03,1080.16,1440.05,2160,1440,1440,2160,721.086,1440.02,1800,720.058,1800,1080,1800,1440.09,1080.02,1440,2160,1440.14,1440.08,2160,720.058,1080.13,2880,3600,2160,1800,1080.13,1080.01,2160,720.658,1440.03,1080.06,2160
2000,1440,1800.01,1800,1440.04,1440,720.372,720.344,1800.01,1440.02,1440.03,720.07,720.006,1440,1080,720.074,1800,2160,1080.08,1440,720.099,2160,1080.07,1080.03,1800.02,2160,3600,2880,1080.05,1080.8,1800,1080.32,1440.01,720.038,720.001,1440,1440,1800,720.003,720.002,1440,1440,1800,1440.03,1080.18,1440.06,2160,1440,1440,2160,721.237,1440.02,1800,720.06,1800,1080,1800,1440.11,1080.03,1440,2160,1440.26,1440.15,2160,720.06,1080.2,2880,3600,2160,1800,1080.2,1080.01,2160,720.931,1440.06,1080.07,2160
2100,1440,1800.03,1800,1440.05,1440,720.419,720.352,1800.02,1440.03,1440.05,720.075,720.006,1440,1080,720.083,1800,2160,1080.1,1440,720.139,2160,1080.07,1080.04,1800.02,2160,3600,2880,1080.06,1080.96,1800,1080.32,1440.02,720.039,720.001,1440,1440,1800,720.003,720.002,1440,1440,1800,1440.04,1080.19,1440.06,2160,1440,1440,2160,721.35,1440.02,1800,720.061,1800.01,1080,1800,1440.17,1080.06,1440,2160,1440.29,1440.24,2160,720.063,1080.27,2880,3600,2160,1800,1080.26,1080.01,2160,721,1440.07,1080.1,2160
2200,1440,1800.02,1800,1440.06,1440,720.495,720.374,1800.03,1440.04,1440.06,720.083,720.006,1440,1080,720.102,1800,2160,1080.13,1440,720.156,2160,1080.08,1080.04,1800.04,2160,3600,2880,1080.06,1081.13,1800.01,1080.59,1440.02,720.042,720.002,1440,1440,1800,720.01,720.002,1440,1440,1800,1440.06,1080.2,1440.07,2160,1440,1440,2160,721.841,1440.03,1800,720.063,1800.01,1080,1800.01,1440.26,1080.1,1440,2160,1440.37,1440.34,2160,720.064,1080.38,2880,3600,2160,1800,1080.32,1080.01,2160,721.255,1440.08,1080.11,2160
2300,1440,1800.05,1800,1440.08,1440,720.548,720.501,1800.06,1440.06,1440.07,720.09,720.006,1440,1080,720.149,1800,2160,1080.15,1440,720.163,2160,1080.08,1080.04,1800.06,2160,3600,2880,1080.06,1081.36,1800.02,1080.61,1440.03,720.044,720.004,1440,1440,1800,720.014,720.002,1440,1440,1800,1440.12,1080.22,1440.09,2160,1440,1440,2160,722.028,1440.04,1800,720.067,1800.02,1080,1800.01,1440.35,1080.11,1440,2160.01,1440.56,1440.55,2160,720.066,1080.46,2880,3600,2160,1800,1080.32,1080.01,2160,721.557,1440.15,1080.15,2160
2400,1440,1800.07,1800,1440.09,1440,720.575,720.548,1800.08,1440.08,1440.08,720.094,720.006,1440,1080,720.178,1800,2160,1080.19,1440,720.17,2160,1080.08,1080.04,1800.08,2160,3600,2880,1080.07,1081.42,1800.02,1080.66,1440.05,720.051,720.004,1440,1440,1800,720.016,720.003,1440,1440,1800,1440.17,1080.24,1440.11,2160,1440,1440,2160,722.071,1440.05,1800,720.073,1800.04,1080,1800.02,1440.51,1080.15,1440,2160.02,1440.64,1440.61,2160,720.068,1080.5,2880,3600,2160,1800,1080.45,1080.01,2160,721.672,1440.15,1080.2,2160
2500,1440,1800.08,1800,1440.12,1440.01,720.733,720.596,1800.08,1440.11,1440.08,720.12,720.006,1440,1080,720.224,1800,2160,1080.21,1440,720.182,2160,1080.08,1080.04,1800.1,2160.01,3600,2880,1080.08,1081.68,1800.03,1080.83,1440.07,720.054,720.006,1440,1440,1800,720.016,720.005,1440,1440,1800,1440.26,1080.25,1440.14,2160,1440,1440.01,2160,722.47,1440.06,1800.01,720.073,1800.04,1080,1800.02,1440.64,1080.16,1440,2160.05,1440.82,1440.66,2160,720.069,1080.53,2880,3600,2160,1800,1080.55,1080.01,2160,721.615,1440.19,1080.22,2160
2600,1440,1800.08,1800,1440.15,1440.01,720.886,720.61,1800.13,1440.13,1440.09,720.126,720.007,1440,1080,720.244,1800,2160,1080.25,1440,720.188,2160,1080.09,1080.05,1800.11,2160.02,3600,2880,1080.09,1081.98,1800.03,1080.93,1440.08,720.056,720.009,1440,1440,1800,720.016,720.005,1440,1440,1800,1440.38,1080.26,1440.15,2160,1440,1440.01,2160,722.137,1440.06,1800.01,720.074,1800.08,1080,1800.02,1440.82,1080.2,1440,2160.08,1441,1440.96,2160,720.072,1080.65,2880,3600,2160,1800,1080.72,1080.02,2160,721.977,1440.21,1080.26,2160.01
2700,1440,1800.09,1800,1440.17,1440.01,720.931,720.707,1800.14,1440.14,1440.1,720.14,720.007,1440,1080,720.308,1800,2160,1080.3,1440,720.193,2160.01,1080.09,1080.05,1800.15,2160.02,3600,2880,1080.09,1082.52,1800.04,1081.02,1440.1,720.058,720.012,1440,1440,1800,720.017,720.005,1440,1440.01,1800,1440.53,1080.26,1440.17,2160,1440,1440.01,2160,722.926,1440.06,1800.02,720.076,1800.08,1080,1800.02,1440.99,1080.22,1440,2160.17,1441.19,1441.17,2160,720.073,1080.87,2880,3600,2160.01,1800,1080.86,1080.02,2160,722.198,1440.29,1080.28,2160.01
2800,1440,1800.1,1800,1440.18,1440.01,721.015,720.925,1800.19,1440.16,1440.11,720.164,720.007,1440,1080,720.319,1800,2160,1080.34,1440,720.195,2160.03,1080.09,1080.05,1800.18,2160.01,3600,2880,1080.09,1082.87,1800.05,1081.4,1440.11,720.06,720.012,1440,1440,1800,720.018,720.005,1440,1440.01,1800,1440.66,1080.27,1440.19,2160,1440,1440.01,2160,722.92,1440.07,1800.03,720.079,1800.09,1080,1800.02,1441.18,1080.24,1440,2160.15,1441.41,1441.11,2160,720.076,1080.79,2880,3600,2160.01,1800,1081.03,1080.02,2160,723.05,1440.32,1080.3,2160.01
2900,1440,1800.11,1800.01,1440.2,1440.01,721.109,721.111,1800.21,1440.17,1440.11,720.19,720.007,1440,1080,720.39,1800,2160,1080.39,1440,720.199,2160.04,1080.1,1080.05,1800.27,2160.03,3600,2880,1080.09,1083.34,1800.06,1081.5,1440.14,720.062,720.012,1440,1440,1800,720.021,720.005,1440,1440.01,1800,1440.86,1080.27,1440.19,2160,1440,1440.01,2160,723.686,1440.08,1800.03,720.08,1800.15,1080,1800.02,1441.36,1080.28,1440,2160.29,1441.69,1441.15,2160,720.078,1080.81,2880,3600,2160.04,1800,1081.14,1080.02,2160,722.884,1440.39,1080.33,2160.01
3000,1440,1800.14,1800.01,1440.22,1440.01,721.214,721.252,1800.21,1440.21,1440.13,720.213,720.007,1440,1080,720.504,1800,2160,1080.44,1440,720.208,2160.06,1080.1,1080.05,1800.37,2160.05,3600,2880,1080.11,1083.89,1800.07,1081.38,1440.16,720.066,720.013,1440,1440,1800,720.027,720.006,1440,1440.01,1800,1441.1,1080.28,1440.2,2160,1440,1440.01,2160,724.276,1440.12,1800.03,720.083,1800.21,1080,1800.02,1441.75,1080.31,1440,2160.32,1441.95,1441.24,2160,720.079,1080.95,2880,3600,2160.06,1800,1081.22,1080.02,2160,723.1,1440.42,1080.34,2160.02
3100,1440,1800.17,1800.01,1440.24,1440.01,721.342,721.145,1800.3,1440.24,1440.16,720.223,720.007,1440,1080,720.59,1800,2160,1080.47,1440,720.213,2160.07,1080.1,1080.05,1800.4,2160.06,3600,2880,1080.12,1083.64,1800.07,1081.73,1440.2,720.08,720.013,1440,1440,1800,720.04,720.006,1440,1440.01,1800,1441.41,1080.3,1440.21,2160,1440,1440.01,2160,724.205,1440.12,1800.03,720.088,1800.24,1080,1800.02,1441.83,1080.35,1440,2160.45,1442.13,1441.61,2160.01,720.08,1081.21,2880,3600,2160.09,1800,1081.33,1080.02,2160,723.264,1440.56,1080.36,2160.03
3200,1440,1800.23,1800.01,1440.25,1440.01,721.5,721.314,1800.34,1440.27,1440.17,720.259,720.007,1440,1080,720.596,1800,2160,1080.5,1440,720.218,2160.12,1080.1,1080.05,1800.48,2160.07,3600,2880,1080.14,1084.45,1800.09,1081.92,1440.21,720.1,720.013,1440,1440,1800,720.051,720.006,1440,1440.01,1800,1441.54,1080.3,1440.21,2160,1440,1440.01,2160,724.647,1440.15,1800.03,720.09,1800.34,1080,1800.02,1442.19,1080.37,1440,2160.52,1442.37,1442.24,2160.01,720.082,1081.38,2880,3600,2160.1,1800,1081.6,1080.02,2160,723.725,1440.6,1080.39,2160.03
3300,1440,1800.26,1800.02,1440.27,1440.01,721.589,721.735,1800.53,1440.31,1440.22,720.303,720.007,1440.01,1080,720.683,1800,2160,1080.62,1440,720.221,2160.15,1080.11,1080.05,1800.53,2160.08,3600,2880,1080.15,1084.41,1800.13,1082.27,1440.26,720.119,720.013,1440,1440,1800,720.089,720.006,1440,1440.01,1800,1441.58,1080.32,1440.23,2160,1440,1440.01,2160,724.845,1440.17,1800.04,720.092,1800.34,1080,1800.02,1442.24,1080.43,1440,2160.61,1442.56,1442.36,2160.01,720.083,1081.51,2880,3600,2160.12,1800,1081.82,1080.03,2160,724.141,1440.72,1080.42,2160.04
3400,1440,1800.29,1800.02,1440.3,1440.01,721.874,721.692,1800.51,1440.35,1440.21,720.325,720.007,1440.01,1080,720.717,1800,2160.01,1080.71,1440,720.226,2160.18,1080.11,1080.05,1800.7,2160.07,3600,2880,1080.16,1085.09,1800.15,1082.22,1440.34,720.123,720.014,1440,1440,1800,720.126,720.006,1440,1440.01,1800,1441.67,1080.32,1440.26,2160,1440,1440.01,2160,724.846,1440.21,1800.04,720.094,1800.4,1080,1800.03,1442.6,1080.48,1440.01,2160.9,1442.68,1442.82,2160.01,720.085,1081.87,2880,3600,2160.12,1800,1081.91,1080.03,2160,723.809,1440.73,1080.47,2160.07
3500,1440,1800.34,1800.03,1440.31,1440.01,721.795,721.882,1800.57,1440.39,1440.25,720.371,720.007,1440.01,1080.01,720.742,1800,2160.01,1080.8,1440,720.23,2160.22,1080.11,1080.06,1800.78,2160.15,3600,2880,1080.17,1085.29,1800.2,1082.7,1440.36,720.162,720.014,1440,1440,1800,720.152,720.007,1440,1440.01,1800,1442.5,1080.33,1440.34,2160,1440,1440.01,2160,725.825,1440.25,1800.05,720.095,1800.45,1080,1800.03,1442.69,1080.54,1440.01,2161.27,1442.86,1442.74,2160.01,720.087,1081.97,2880,3600,2160.16,1800,1082.2,1080.03,2160,723.723,1440.73,1080.51,2160.08
3600,1440.01,1800.34,1800.04,1440.36,1440.01,722.101,722.193,1800.86,1440.5,1440.24,720.443,720.007,1440.01,1080.01,720.942,1800,2160.01,1080.84,1440,720.246,2160.23,1080.11,1080.06,1800.9,2160.16,3600,2880,1080.18,1085.66,1800.17,1082.87,1440.35,720.168,720.015,1440,1440,1800.01,720.159,720.007,1440,1440.01,1800,1442.8,1080.35,1440.37,2160,1440,1440.01,2160,726.191,1440.27,1800.07,720.097,1800.5,1080,1800.03,1443.06,1080.64,1440.01,2161.15,1443.25,1443.58,2160.01,720.089,1082.11,2880,3600,2160.18,1800.01,1082.46,1080.03,2160,724.4,1440.82,1080.53,2160.12
3700,1440.01,1800.42,1800.05,1440.38,1440.01,721.99,722.249,1800.79,1440.52,1440.33,720.503,720.007,1440.02,1080.01,721.096,1800,2160.02,1080.96,1440,720.248,2160.27,1080.12,1080.06,1801.01,2160.21,3600,2880,1080.2,1086.37,1800.22,1082.97,1440.39,720.248,720.015,1440.01,1440,1800.01,720.178,720.007,1440,1440.01,1800,1443.01,1080.35,1440.45,2160.02,1440,1440.01,2160,727.028,1440.32,1800.07,720.1,1800.62,1080,1800.04,1443.28,1080.66,1440.01,2161.48,1443.38,1443.9,2160.01,720.09,1082.33,2880,3600,2160.2,1800.01,1082.61,1080.03,2160,724.565,1440.98,1080.56,2160.13
3800,1440.01,1800.47,1800.06,1440.44,1440.01,722.279,722.171,1800.85,1440.61,1440.37,720.563,720.007,1440.02,1080.01,721.313,1800,2160.02,1081.14,1440,720.253,2160.32,1080.13,1080.06,1801.25,2160.19,3600,2880,1080.22,1086.97,1800.29,1083.18,1440.43,720.253,720.016,1440.01,1440.01,1800.01,720.214,720.008,1440,1440.01,1800,1443.06,1080.36,1440.55,2160.02,1440,1440.01,2160,727.234,1440.35,1800.08,720.102,1800.78,1080.01,1800.04,1444.14,1080.83,1440.01,2161.51,1443.79,1443.63,2160.01,720.091,1082.33,2880,3600,2160.24,1800.01,1083.05,1080.03,2160,725.382,1440.99,1080.62,2160.19
3900,1440.01,1800.62,1800.07,1440.47,1440.01,722.313,722.427,1800.97,1440.62,1440.35,720.628,720.007,1440.02,1080.01,721.185,1800,2160.02,1081.19,1440,720.258,2160.37,1080.13,1080.07,1801.3,2160.26,3600,2880,1080.25,1087.23,1800.31,1083.63,1440.51,720.304,720.016,1440.01,1440.01,1800.01,720.226,720.009,1440,1440.01,1800,1443.72,1080.38,1440.68,2160.01,1440,1440.01,2160,727.14,1440.41,1800.08,720.107,1800.79,1080.01,1800.04,1444.34,1080.9,1440.01,2161.67,1444.31,1444.28,2160.01,720.092,1082.81,2880,3600,2160.26,1800.01,1083.24,1080.03,2160,725.712,1441.05,1080.66,2160.17
4000,1440.01,1800.59,1800.13,1440.51,1440.01,722.543,722.448,1801.04,1440.69,1440.46,720.706,720.008,1440.02,1080.01,721.344,1800,2160.08,1081.22,1440,720.26,2160.43,1080.13,1080.07,1801.54,2160.36,3600,2880,1080.27,1087.03,1800.41,1083.97,1440.62,720.301,720.016,1440.01,1440.01,1800.01,720.246,720.011,1440,1440.01,1800,1444.39,1080.4,1441.06,2160.05,1440,1440.01,2160,727.365,1440.49,1800.08,720.116,1800.82,1080.01,1800.05,1444.71,1081.02,1440.01,2162.07,1444.6,1443.75,2160.01,720.098,1082.61,2880,3600,2160.28,1800.01,1083.48,1080.04,2160,726.103,1441.25,1080.71,2160.22
4100,1440.01,1800.72,1800.17,1440.54,1440.01,722.937,722.704,1801.37,1440.79,1440.49,720.74,720.008,1440.03,1080.01,721.428,1800,2160.1,1081.34,1440,720.284,2160.48,1080.13,1080.07,1801.59,2160.35,3600,2880,1080.29,1088.46,1800.41,1083.92,1440.7,720.294,720.017,1440.01,1440.01,1800.01,720.265,720.013,1440,1440.01,1800,1444.18,1080.4,1441.1,2160.06,1440,1440.01,2160,727.974,1440.49,1800.09,720.133,1801.05,1080.01,1800.07,1444.92,1081.11,1440.01,2162.54,1445.08,1444.9,2160.01,720.1,1083.12,2880,3600,2160.35,1800.01,1083.55,1080.04,2160,726.478,1441.39,1080.73,2160.2
4200,1440.01,1800.71,1800.21,1440.6,1440.01,722.913,722.92,1801.44,1440.91,1440.46,720.694,720.008,1440.03,1080.01,721.469,1800,2160.15,1081.36,1440,720.297,2160.56,1080.13,1080.07,1801.94,2160.35,3600,2880,1080.32,1088.14,1800.49,1084.1,1440.8,720.351,720.018,1440.01,1440.01,1800.01,720.29,720.016,1440,1440.01,1800,1445.21,1080.41,1441.14,2160.06,1440,1440.01,2160,728.091,1440.56,1800.09,720.15,1801.21,1080.01,1800.1,1445.3,1081.23,1440.01,2163.1,1445.23,1445.73,2160.01,720.101,1083.09,2880,3600,2160.41,1800.01,1083.6,1080.04,2160,726.847,1441.41,1080.75,2160.3
4300,1440.01,1800.85,1800.27,1440.64,1440.01,723.122,723.118,1801.59,1440.95,1440.6,720.855,720.008,1440.03,1080.01,721.66,1800,2160.12,1081.48,1440,720.301,2160.59,1080.14,1080.08,1802,2160.39,3600,2880,1080.33,1088.89,1800.49,1085.01,1440.83,720.354,720.018,1440.01,1440.01,1800.01,720.33,720.016,1440,1440.01,1800,1445.13,1080.41,1441.32,2160.06,1440,1440.01,2160,728.993,1440.63,1800.09,720.163,1801.24,1080.01,1800.12,1445.69,1081.24,1440.01,2163.01,1445.39,1446.29,2160.01,720.102,1083.28,2880,3600,2160.48,1800.01,1083.85,1080.05,2160,727.273,1441.6,1080.81,2160.33
4400,1440.01,1800.98,1800.22,1440.66,1440.01,723.354,723.331,1801.58,1441.1,1440.65,720.867,720.008,1440.04,1080.01,721.915,1800,2160.15,1081.73,1440,720.304,2160.68,1080.14,1080.08,1802.22,2160.38,3600,2880,1080.35,1089.13,1800.6,1084.68,1440.93,720.372,720.018,1440.01,1440.01,1800.01,720.33,720.016,1440,1440.01,1800,1445.03,1080.42,1441.56,2160.06,1440,1440.01,2160,730.127,1440.71,1800.09,720.191,1801.38,1080.01,1800.13,1446.72,1081.51,1440.03,2163.58,1446.01,1446.21,2160.01,720.104,1083.81,2880,3600,2160.56,1800.01,1084.12,1080.06,2160.01,727.099,1441.81,1080.87,2160.39
4500,1440.01,1801.06,1800.32,1440.73,1440.01,723.538,723.538,1801.6,1441.15,1440.63,720.743,720.009,1440.04,1080.01,722.035,1800,2160.23,1081.85,1440,720.307,2160.73,1080.15,1080.08,1802.53,2160.65,3600,2880,1080.37,1088.96,1800.64,1085,1441.04,720.401,720.018,1440.01,1440.01,1800.01,720.372,720.018,1440,1440.01,1800,1446.54,1080.43,1441.79,2160.1,1440,1440.01,2160,729.907,1440.77,1800.09,720.213,1801.34,1080.01,1800.14,1446.67,1081.7,1440.04,2164.12,1446.64,1446.44,2160.01,720.106,1083.61,2880,3600,2160.62,1800.01,1085.25,1080.07,2160.01,727.547,1441.88,1080.92,2160.45
4600,1440.01,1801.2,1800.47,1440.74,1440.01,723.527,723.914,1801.73,1441.24,1440.75,721.034,720.01,1440.04,1080.01,722.345,1800,2160.23,1081.81,1440,720.314,2160.77,1080.15,1080.08,1802.66,2160.57,3600,2880,1080.4,1089.08,1800.63,1085.41,1441.05,720.42,720.018,1440.01,1440.01,1800.01,720.402,720.021,1440,1440.01,1800,1446.52,1080.44,1441.7,2160.11,1440,1440.01,2160,730.546,1440.78,1800.1,720.234,1801.59,1080.01,1800.2,1446.7,1081.71,1440.04,2163.75,1447.66,1447.15,2160.01,720.107,1084.24,2880,3600,2160.72,1800.01,1085.33,1080.08,2160.01,728.181,1442.1,1080.98,2160.52
